strategy_formatted,variant_formatted,rank,ticker,training_return,testing_return,current_price
1ST→2ND,Double Down (Thu),10,SOXL,12.076365858641426,10.114166917460716,26.04
1ST→2ND,Stop Loss (Thu),1,RUN,24.705115265610008,9.554428110228507,15.97
1ST→2ND,Stop Loss (Thu),2,TMC,21.465020022712334,4.682271863099316,5.36
1ST→2ND,Stop Loss (Thu),3,CDE,20.10546016490462,11.140584153252306,13.15
1ST→2ND,Stop Loss (Thu),4,ARRY,17.832381623481044,-0.2671154792334149,9.01
1ST→2ND,Stop Loss (Thu),5,CRML,17.178288276888622,8.619753302423234,6.195
1ST→2ND,Stop Loss (Thu),6,QBTS,16.03539317825032,0.15547360793792517,15.62
1ST→2ND,Stop Loss (Thu),7,EOSE,14.392873049136545,2.4163881892813577,6.9
1ST→2ND,Stop Loss (Thu),8,OKTA,12.85433929033681,-6.12346934856409,92.77
1ST→2ND,Stop Loss (Thu),9,XPEV,12.692865016193513,5.5089904616025995,21.02
1ST→2ND,Stop Loss (Thu),10,MARA,11.367333491988818,8.53944183734735,15.98
2ND→3RD,Basic Strategy,1,BMNR,92.85714285714289,-13.854277153553726,43.62
2ND→3RD,Basic Strategy,2,QBTS,51.008493947349876,0.21503448765598362,15.62
2ND→3RD,Basic Strategy,3,QUBT,30.470246158650585,12.93003505575561,15.78
2ND→3RD,Basic Strategy,4,FL,25.269566540008128,2.0857990644434827,24.7
2ND→3RD,Basic Strategy,5,MSTU,17.87319864637693,-11.971325592026952,5.265
2ND→3RD,Basic Strategy,6,SMR,15.748532709770286,6.635477955509408,34.65
2ND→3RD,Basic Strategy,7,OKLO,15.442307192081683,5.596426799565815,73.64
2ND→3RD,Basic Strategy,8,ACHR,15.376389869330692,1.718807600790912,8.95
2ND→3RD,Basic Strategy,9,CRWV,14.625419420939473,-12.869484151612815,103.04
2ND→3RD,Basic Strategy,10,ALTS,13.890277864474669,-1.9040782867743973,7.88
2ND→3RD,RSI Filter (≤70),1,BMNR,92.85714285714289,-13.854277153553726,43.62
2ND→3RD,RSI Filter (≤70),2,QBTS,51.008493947349876,0.21503448765598362,15.62
2ND→3RD,RSI Filter (≤70),3,CRWV,48.04240041032655,-18.193800564248342,103.04
2ND→3RD,RSI Filter (≤70),4,QUBT,30.470246158650585,12.93003505575561,15.78
2ND→3RD,RSI Filter (≤70),5,FL,25.269566540008128,4.094041345764078,24.7
2ND→3RD,RSI Filter (≤70),6,TMC,22.871366864338533,4.809450798565191,5.36
2ND→3RD,RSI Filter (≤70),7,MSTU,17.87319864637693,-11.971325592026952,5.265
2ND→3RD,RSI Filter (≤70),8,SMR,15.748532709770286,-0.33338919613429807,34.65
2ND→3RD,RSI Filter (≤70),9,OKLO,15.442307192081683,-1.916823125384051,73.64
2ND→3RD,RSI Filter (≤70),10,ACHR,15.376389869330692,1.718807600790912,8.95
2ND→3RD,Double Down (Thu),1,BMNR,92.85714285714289,-11.501108309818848,43.62
2ND→3RD,Double Down (Thu),2,QBTS,52.3312452701012,2.0330710904635665,15.62
2ND→3RD,Double Down (Thu),3,QUBT,31.681856205697184,14.021877927465312,15.78
2ND→3RD,Double Down (Thu),4,FL,26.84688269244892,2.0857990644434827,24.7
2ND→3RD,Double Down (Thu),5,MSTU,17.87319864637693,-8.920359049819785,5.265
2ND→3RD,Double Down (Thu),6,ALTS,17.34851970947317,-1.9040782867743973,7.88
2ND→3RD,Double Down (Thu),7,CRWV,16.844658488113694,-7.60841826804873,103.04
2ND→3RD,Double Down (Thu),8,SMR,15.748532709770286,7.5888628504038245,34.65
2ND→3RD,Double Down (Thu),9,OKLO,15.442307192081683,5.596426799565815,73.64
2ND→3RD,Double Down (Thu),10,ACHR,15.376389869330692,1.718807600790912,8.95
2ND→3RD,Stop Loss (Thu),1,BMNR,92.85714285714289,-9.69365789859485,43.62
2ND→3RD,Stop Loss (Thu),2,QBTS,51.008493947349876,-0.007806737970755743,15.62
2ND→3RD,Stop Loss (Thu),3,QUBT,30.470246158650585,12.93003505575561,15.78
2ND→3RD,Stop Loss (Thu),4,FL,25.269566540008128,2.0857990644434827,24.7
2ND→3RD,Stop Loss (Thu),5,CRWV,18.838902567006894,-12.224422864828822,103.04
2ND→3RD,Stop Loss (Thu),6,MSTU,17.87319864637693,-10.401200406370263,5.265
2ND→3RD,Stop Loss (Thu),7,SMR,15.748532709770286,6.635477955509408,34.65
2ND→3RD,Stop Loss (Thu),8,OKLO,15.442307192081683,5.596426799565815,73.64
2ND→3RD,Stop Loss (Thu),9,ACHR,15.376389869330692,1.718807600790912,8.95
2ND→3RD,Stop Loss (Thu),10,IONQ,12.645021529809908,-3.262169973885682,42.74
3RD→4TH,Basic Strategy,1,SBET,378.1216510818797,-18.23995849520946,17.82
3RD→4TH,Basic Strategy,2,NVTS,72.38224328985552,-5.558473969421766,5.86
3RD→4TH,Basic Strategy,3,TSLL,33.646368288589784,4.759575350208068,12.29
3RD→4TH,Basic Strategy,4,TSLG,33.55849579953767,4.692251917718982,6.12
3RD→4TH,Basic Strategy,5,CRWV,30.909623289895272,-2.2337538626528395,103.04
3RD→4TH,Basic Strategy,6,SMR,25.49141363644337,0.24884936279211844,34.65
3RD→4TH,Basic Strategy,7,BBAI,23.834658141622754,-3.9379680684028493,5.07
3RD→4TH,Basic Strategy,8,OKLO,22.05549898025738,2.723741238710426,73.64
3RD→4TH,Basic Strategy,9,IONQ,20.37083579132145,-0.5016974941566091,42.74
3RD→4TH,Basic Strategy,10,ALTS,18.680168826937418,0.6415503556116313,7.88
3RD→4TH,RSI Filter (≤70),1,SBET,378.1216510818797,-18.23995849520946,17.82
3RD→4TH,RSI Filter (≤70),2,NVTS,72.38224328985552,-8.868997849055908,5.86
3RD→4TH,RSI Filter (≤70),3,TSLL,33.646368288589784,4.759575350208068,12.29
3RD→4TH,RSI Filter (≤70),4,TSLG,33.55849579953767,4.692251917718982,6.12
3RD→4TH,RSI Filter (≤70),5,BBAI,23.834658141622754,-3.9379680684028493,5.07
3RD→4TH,RSI Filter (≤70),6,IONQ,20.37083579132145,-0.5016974941566091,42.74
3RD→4TH,RSI Filter (≤70),7,HOOD,18.936749364137402,-1.9132632782617829,104.03
3RD→4TH,RSI Filter (≤70),8,ALTS,18.680168826937418,0.6415503556116313,7.88
3RD→4TH,RSI Filter (≤70),9,CRWV,18.650289425384734,-2.2337538626528395,103.04
3RD→4TH,RSI Filter (≤70),10,QBTS,18.108974358974354,-5.3806754747512935,15.62
3RD→4TH,Double Down (Thu),1,SBET,378.1216510818797,-11.989687133701414,17.82
3RD→4TH,Double Down (Thu),2,NVTS,74.20892107015912,-4.241445688970611,5.86
3RD→4TH,Double Down (Thu),3,TSLL,33.646368288589784,8.915356699744235,12.29
3RD→4TH,Double Down (Thu),4,TSLG,33.55849579953767,8.842309098314361,6.12
3RD→4TH,Double Down (Thu),5,CRWV,30.909623289895272,-1.2145850287986926,103.04
3RD→4TH,Double Down (Thu),6,BBAI,26.387406253110118,-2.9517554317047785,5.07
3RD→4TH,Double Down (Thu),7,SMR,25.49141363644337,2.1496506782527534,34.65
3RD→4TH,Double Down (Thu),8,IONQ,23.243935096392505,0.7653580218973931,42.74
3RD→4TH,Double Down (Thu),9,OKLO,22.05549898025738,4.429609971941157,73.64
3RD→4TH,Double Down (Thu),10,ALTS,18.680168826937418,2.5674126166694236,7.88
3RD→4TH,Stop Loss (Thu),1,SBET,378.1216510818797,-17.999208118029348,17.82
3RD→4TH,Stop Loss (Thu),2,NVTS,73.26274643450962,-5.558473969421766,5.86
3RD→4TH,Stop Loss (Thu),3,TSLL,33.646368288589784,0.9477343120896574,12.29
3RD→4TH,Stop Loss (Thu),4,TSLG,33.55849579953767,0.8982139773395778,6.12
3RD→4TH,Stop Loss (Thu),5,CRWV,30.909623289895272,-2.2337538626528395,103.04
3RD→4TH,Stop Loss (Thu),6,SMR,25.49141363644337,0.7979981821221599,34.65
3RD→4TH,Stop Loss (Thu),7,OKLO,22.05549898025738,4.170137979224815,73.64
3RD→4TH,Stop Loss (Thu),8,ALTS,18.680168826937418,0.6415503556116313,7.88
3RD→4TH,Stop Loss (Thu),9,BBAI,18.677065018413582,-3.9379680684028493,5.07
3RD→4TH,Stop Loss (Thu),10,TSLA,16.23582781545617,2.823456608534293,333.87
LAST→1ST,Basic Strategy,1,SBET,35.340261811678566,9.531343057315187,17.82
LAST→1ST,Basic Strategy,2,UVIX,30.890942730510957,3.3570272864390485,12.11
LAST→1ST,Basic Strategy,3,UVXY,22.14373608201656,2.525003380662616,12.06
LAST→1ST,Basic Strategy,4,CRWV,17.597522131000087,-2.966276735631984,103.04
LAST→1ST,Basic Strategy,5,HIMS,15.805809285702976,2.5449063618941374,42.35
LAST→1ST,Basic Strategy,6,CRML,14.439905010298327,-8.845666951041633,6.195
LAST→1ST,Basic Strategy,7,SOXS,13.607100205252552,3.0544467759493896,7.14
LAST→1ST,Basic Strategy,8,ONDS,12.716361610663673,12.322916666666668,5.86
LAST→1ST,Basic Strategy,9,APLD,12.319199448975906,13.890526240700725,15.98
LAST→1ST,Basic Strategy,10,TSLQ,10.69575097037111,11.895740208993212,15.05
LAST→1ST,RSI Filter (≤70),1,UVIX,30.890942730510957,3.3570272864390485,12.11
LAST→1ST,RSI Filter (≤70),2,SBET,25.74273991260576,9.531343057315187,17.82
LAST→1ST,RSI Filter (≤70),3,UVXY,22.14373608201656,2.525003380662616,12.06
LAST→1ST,RSI Filter (≤70),4,CRWV,21.394574012375045,-2.966276735631984,103.04
LAST→1ST,RSI Filter (≤70),5,HIMS,15.805809285702976,2.5449063618941374,42.35
LAST→1ST,RSI Filter (≤70),6,CRML,14.439905010298327,-8.845666951041633,6.195
LAST→1ST,RSI Filter (≤70),7,SOXS,13.607100205252552,3.0544467759493896,7.14
LAST→1ST,RSI Filter (≤70),8,ONDS,12.716361610663673,12.322916666666668,5.86
LAST→1ST,RSI Filter (≤70),9,NGD,11.680698364502106,4.298921417565487,5.9
LAST→1ST,RSI Filter (≤70),10,TSLQ,10.69575097037111,11.895740208993212,15.05
LAST→1ST,Double Down (Thu),1,SBET,38.3200474644381,11.96569645502664,17.82
LAST→1ST,Double Down (Thu),2,UVIX,30.890942730510957,3.3570272864390485,12.11
LAST→1ST,Double Down (Thu),3,UVXY,22.14373608201656,2.525003380662616,12.06
LAST→1ST,Double Down (Thu),4,CRWV,20.191317451284828,-2.966276735631984,103.04
LAST→1ST,Double Down (Thu),5,HIMS,16.65509120949674,2.5449063618941374,42.35
LAST→1ST,Double Down (Thu),6,CRML,15.640981519333316,-7.135212654380444,6.195
LAST→1ST,Double Down (Thu),7,ONDS,15.037165865924935,12.322916666666668,5.86
LAST→1ST,Double Down (Thu),8,APLD,13.993345287881473,13.890526240700725,15.98
LAST→1ST,Double Down (Thu),9,SOXS,13.607100205252552,4.4849704530413455,7.14
LAST→1ST,Double Down (Thu),10,TSLQ,12.294974849925246,11.895740208993212,15.05
LAST→1ST,Stop Loss (Thu),1,SBET,31.124912441690025,8.742812591365361,17.82
LAST→1ST,Stop Loss (Thu),2,UVIX,30.890942730510957,3.3570272864390485,12.11
LAST→1ST,Stop Loss (Thu),3,UVXY,22.14373608201656,2.525003380662616,12.06
LAST→1ST,Stop Loss (Thu),4,HIMS,15.805809285702976,2.5449063618941374,42.35
LAST→1ST,Stop Loss (Thu),5,CRML,14.439905010298327,-8.845666951041633,6.195
LAST→1ST,Stop Loss (Thu),6,ONDS,13.943775940881741,12.322916666666668,5.86
LAST→1ST,Stop Loss (Thu),7,CRWV,13.658397073862607,-2.966276735631984,103.04
LAST→1ST,Stop Loss (Thu),8,SOXS,13.607100205252552,3.0544467759493896,7.14
LAST→1ST,Stop Loss (Thu),9,APLD,12.319199448975906,13.890526240700725,15.98
LAST→1ST,Stop Loss (Thu),10,TSLQ,10.69575097037111,11.895740208993212,15.05
