date,open,high,low,close,volume,rsi,ticker,current_price
2024-01-02 00:00:00-05:00,3.18,3.22,3.11,3.12,10843914.0,,BTG,4.06
2024-01-03 00:00:00-05:00,3.07,3.09,3.025,3.06,11380402.0,,BTG,4.06
2024-01-04 00:00:00-05:00,3.07,3.09,3.04,3.07,9862774.0,,BTG,4.06
2024-01-05 00:00:00-05:00,3.06,3.14,3.04,3.04,8652727.0,,BTG,4.06
2024-01-08 00:00:00-05:00,3.03,3.09,3.0,3.09,7350794.0,,BTG,4.06
2024-01-09 00:00:00-05:00,3.1,3.11,3.05,3.07,7332444.0,,BTG,4.06
2024-01-10 00:00:00-05:00,3.06,3.09,3.045,3.07,7432106.0,,BTG,4.06
2024-01-11 00:00:00-05:00,3.06,3.095,2.99,3.02,10255550.0,,BTG,4.06
2024-01-12 00:00:00-05:00,3.08,3.17,3.07,3.11,8912629.0,,BTG,4.06
2024-01-16 00:00:00-05:00,3.06,3.08,2.98,2.99,11966797.0,,BTG,4.06
2024-01-17 00:00:00-05:00,2.98,3.0,2.92,2.95,10444250.0,,BTG,4.06
2024-01-18 00:00:00-05:00,2.96,2.97,2.9,2.9,9602131.0,,BTG,4.06
2024-01-19 00:00:00-05:00,2.92,2.93,2.87,2.9,9405895.0,,BTG,4.06
2024-01-22 00:00:00-05:00,2.83,2.91,2.83,2.87,6653101.0,,BTG,4.06
2024-01-23 00:00:00-05:00,2.91,2.99,2.88,2.97,10173261.0,38.46153846153845,BTG,4.06
2024-01-24 00:00:00-05:00,2.91,2.95,2.63,2.67,31463003.0,25.69169960474305,BTG,4.06
2024-01-25 00:00:00-05:00,2.71,2.74,2.67,2.73,8773876.0,30.650927870154916,BTG,4.06
2024-01-26 00:00:00-05:00,2.73,2.76,2.71,2.76,8225815.0,33.05661490486922,BTG,4.06
2024-01-29 00:00:00-05:00,2.8,2.81,2.74,2.78,7725643.0,34.683346211031235,BTG,4.06
2024-01-30 00:00:00-05:00,2.8,2.83,2.77,2.82,8505050.0,37.93190869598154,BTG,4.06
2024-01-31 00:00:00-05:00,2.83,2.86,2.77,2.8,9464254.0,36.942560917212646,BTG,4.06
2024-02-01 00:00:00-05:00,2.81,2.85,2.8,2.84,8785726.0,40.29652622668219,BTG,4.06
2024-02-02 00:00:00-05:00,2.76,2.78,2.74,2.77,8199967.0,36.625184652070864,BTG,4.06
2024-02-05 00:00:00-05:00,2.77,2.77,2.68,2.72,8032455.0,34.2264836645369,BTG,4.06
2024-02-06 00:00:00-05:00,2.72,2.73,2.68,2.69,6282099.0,32.83687029981746,BTG,4.06
2024-02-07 00:00:00-05:00,2.66,2.71,2.65,2.69,7518337.0,32.83687029981746,BTG,4.06
2024-02-08 00:00:00-05:00,2.66,2.67,2.64,2.66,6707824.0,31.360211853815926,BTG,4.06
2024-02-09 00:00:00-05:00,2.65,2.655,2.59,2.63,7920652.0,29.911629939352522,BTG,4.06
2024-02-12 00:00:00-05:00,2.63,2.655,2.61,2.64,5662588.0,31.054853582898502,BTG,4.06
2024-02-13 00:00:00-05:00,2.6,2.61,2.46,2.49,14267778.0,24.57866519565441,BTG,4.06
2024-02-14 00:00:00-05:00,2.49,2.51,2.43,2.45,15436789.0,23.189859404414875,BTG,4.06
2024-02-15 00:00:00-05:00,2.49,2.58,2.49,2.54,9299236.0,32.43984513811243,BTG,4.06
2024-02-16 00:00:00-05:00,2.51,2.54,2.485,2.52,9239202.0,31.531116892961336,BTG,4.06
2024-02-20 00:00:00-05:00,2.57,2.57,2.51,2.52,6092799.0,31.531116892961336,BTG,4.06
2024-02-21 00:00:00-05:00,2.53,2.53,2.5,2.52,4440329.0,31.531116892961336,BTG,4.06
2024-02-22 00:00:00-05:00,2.52,2.53,2.45,2.45,6903592.0,28.09120218280097,BTG,4.06
2024-02-23 00:00:00-05:00,2.47,2.5,2.45,2.49,7800648.0,32.615146427521466,BTG,4.06
2024-02-26 00:00:00-05:00,2.48,2.49,2.42,2.43,6350266.0,29.606329735484607,BTG,4.06
2024-02-27 00:00:00-05:00,2.44,2.45,2.4,2.4,5802540.0,28.20525557333663,BTG,4.06
2024-02-28 00:00:00-05:00,2.4,2.415,2.34,2.34,9776279.0,25.596290517744436,BTG,4.06
2024-02-29 00:00:00-05:00,2.41,2.415,2.37,2.4,9730374.0,32.33655603930919,BTG,4.06
2024-03-01 00:00:00-05:00,2.41,2.56,2.37,2.56,16099139.0,46.30555258045621,BTG,4.06
2024-03-04 00:00:00-05:00,2.6,2.68,2.58,2.65,12461449.0,52.27414641089703,BTG,4.06
2024-03-05 00:00:00-05:00,2.72,2.72,2.63,2.64,12409068.0,51.58797393408957,BTG,4.06
2024-03-06 00:00:00-05:00,2.64,2.68,2.61,2.68,11386672.0,54.178908522818446,BTG,4.06
2024-03-07 00:00:00-05:00,2.72,2.73,2.65,2.67,9323173.0,53.40934384655495,BTG,4.06
2024-03-08 00:00:00-05:00,2.69,2.7091,2.63,2.63,11359879.0,50.32981095363004,BTG,4.06
2024-03-11 00:00:00-04:00,2.63,2.7,2.6,2.68,15318386.0,53.907423357119555,BTG,4.06
2024-03-12 00:00:00-04:00,2.65,2.65,2.55,2.57,14674277.0,46.04916043449835,BTG,4.06
2024-03-13 00:00:00-04:00,2.58,2.67,2.58,2.66,11488956.0,52.19004362336175,BTG,4.06
2024-03-14 00:00:00-04:00,2.64,2.64,2.54,2.56,14652646.0,45.933882083687195,BTG,4.06
2024-03-15 00:00:00-04:00,2.58,2.62,2.53,2.62,54224772.0,49.82058895109566,BTG,4.06
2024-03-18 00:00:00-04:00,2.63,2.638,2.55,2.57,9074823.0,46.801213290947175,BTG,4.06
2024-03-19 00:00:00-04:00,2.55,2.55,2.48,2.49,7248493.0,42.37601189768221,BTG,4.06
2024-03-20 00:00:00-04:00,2.47,2.59,2.455,2.57,11033392.0,47.70139344922157,BTG,4.06
2024-03-21 00:00:00-04:00,2.62,2.69,2.51,2.51,16548710.0,44.38809987200923,BTG,4.06
2024-03-22 00:00:00-04:00,2.51,2.5399,2.49,2.49,4478500.0,43.30825112700557,BTG,4.06
2024-03-25 00:00:00-04:00,2.51,2.59,2.51,2.55,4882716.0,47.4393275060965,BTG,4.06
2024-03-26 00:00:00-04:00,2.57,2.5799,2.51,2.51,5276609.0,45.08086469799654,BTG,4.06
2024-03-27 00:00:00-04:00,2.52,2.55,2.51,2.54,11260071.0,47.200993310129306,BTG,4.06
2024-03-28 00:00:00-04:00,2.56,2.63,2.54,2.61,13153382.0,51.86991523520585,BTG,4.06
2024-04-01 00:00:00-04:00,2.69,2.7,2.62,2.64,14898116.0,53.75722273905484,BTG,4.06
